year,county_name,yield_bu_acre
2017,SEWARD,171.7
2016,SEWARD,165.3
2015,SEWARD,153.3
2014,SEWARD,163.3
2013,SEWARD,142.7
2012,SEWARD,68.1
2011,SEWARD,137.4
2010,SEWARD,134.8
2009,SEWARD,150.8
2008,SEWARD,143.0
2007,SEWARD,133.0
2006,SEWARD,88.0
2005,SEWARD,92.0
2018,WASHINGTON,189.4
2016,WASHINGTON,180.8
2014,WASHINGTON,155.8
2013,WASHINGTON,163.7
2012,WASHINGTON,89.2
2011,WASHINGTON,164.3
2010,WASHINGTON,163.1
2009,WASHINGTON,183.0
2008,WASHINGTON,151.0
2007,WASHINGTON,138.0
2006,WASHINGTON,142.0
2005,WASHINGTON,136.0
2017,YORK,156.5
2016,YORK,158.2
2015,YORK,166.8
2014,YORK,148.1
2013,YORK,107.6
2012,YORK,54.1
2011,YORK,143.6
2010,YORK,149.5
2009,YORK,158.9
2008,YORK,154.0
2007,YORK,146.0
2006,YORK,73.0
2005,YORK,84.0
2018,OTHER (COMBINED) COUNTIES,117.0
2017,OTHER (COMBINED) COUNTIES,111.0
2016,OTHER (COMBINED) COUNTIES,87.4
2015,OTHER (COMBINED) COUNTIES,108.5
2014,OTHER (COMBINED) COUNTIES,75.5
2018,CHASE,104.7
2017,CHASE,82.4
2016,CHASE,88.7
2015,CHASE,77.0
2014,CHASE,80.9
2013,CHASE,31.5
2012,CHASE,17.4
2011,CHASE,73.2
2010,CHASE,87.2
2009,CHASE,91.5
2008,CHASE,82.0
2007,CHASE,80.0
2006,CHASE,61.0
2005,CHASE,51.0
2018,DUNDY,97.3
2017,DUNDY,73.2
2016,DUNDY,82.9
2015,DUNDY,81.6
2014,DUNDY,69.5
2013,DUNDY,32.9
2012,DUNDY,20.6
2011,DUNDY,69.7
2010,DUNDY,87.1
2009,DUNDY,81.5
2008,DUNDY,62.0
2007,DUNDY,87.0
2006,DUNDY,47.0
2005,DUNDY,43.0
2017,FRONTIER,89.4
2016,FRONTIER,118.0
2015,FRONTIER,119.7
2014,FRONTIER,62.0
2013,FRONTIER,38.0
2012,FRONTIER,26.6
2011,FRONTIER,97.0
2010,FRONTIER,114.9
2009,FRONTIER,124.7
2008,FRONTIER,104.0
2007,FRONTIER,102.0
2006,FRONTIER,65.0
2005,FRONTIER,66.0
2017,HAYES,72.3
2015,HAYES,87.1
2013,HAYES,26.3
2012,HAYES,20.4
2011,HAYES,80.6
2010,HAYES,101.6
2009,HAYES,101.6
2008,HAYES,83.0
2007,HAYES,87.0
2006,HAYES,43.0
2005,HAYES,61.0
2018,HITCHCOCK,118.7
2016,HITCHCOCK,100.8
2014,HITCHCOCK,61.8
2013,HITCHCOCK,37.9
2012,HITCHCOCK,24.4
2011,HITCHCOCK,85.4
2010,HITCHCOCK,103.0
2009,HITCHCOCK,100.6
2008,HITCHCOCK,66.0
2007,HITCHCOCK,89.0
2006,HITCHCOCK,53.0
2005,HITCHCOCK,54.0
2018,KEITH,100.6
2017,KEITH,76.3
2015,KEITH,91.6
2014,KEITH,67.8
2013,KEITH,55.5
2012,KEITH,16.9
2011,KEITH,81.9
2010,KEITH,82.2
2009,KEITH,92.5
2008,KEITH,82.0
2007,KEITH,87.0
2006,KEITH,23.0
2005,KEITH,58.0
2018,LINCOLN,105.9
2017,LINCOLN,77.9
2016,LINCOLN,96.7
2015,LINCOLN,99.8
2014,LINCOLN,76.8
2013,LINCOLN,34.6
2012,LINCOLN,24.2
2011,LINCOLN,85.8
2010,LINCOLN,97.1
2009,LINCOLN,86.5
2008,LINCOLN,91.0
2007,LINCOLN,88.0
2006,LINCOLN,46.0
2005,LINCOLN,61.0
2017,PERKINS,81.9
2016,PERKINS,83.3
2015,PERKINS,86.9
2014,PERKINS,93.8
2013,PERKINS,48.6
2012,PERKINS,24.1
2011,PERKINS,77.7
2010,PERKINS,75.7
2009,PERKINS,84.2
2008,PERKINS,86.0
2007,PERKINS,77.0
2006,PERKINS,36.0
2005,PERKINS,49.0
2016,RED WILLOW,119.3
2013,RED WILLOW,27.6
2012,RED WILLOW,21.1
2011,RED WILLOW,96.3
2010,RED WILLOW,116.9
2009,RED WILLOW,124.7
2008,RED WILLOW,103.0
2007,RED WILLOW,104.0
2006,RED WILLOW,56.0
2005,RED WILLOW,72.0
2018,OTHER (COMBINED) COUNTIES,143.0
2017,OTHER (COMBINED) COUNTIES,137.0
2015,OTHER (COMBINED) COUNTIES,122.2
2014,OTHER (COMBINED) COUNTIES,118.0
2018,ADAMS,159.2
2017,ADAMS,147.5
2016,ADAMS,121.7
2015,ADAMS,128.7
2014,ADAMS,111.4
2013,ADAMS,97.7
2012,ADAMS,51.2
2011,ADAMS,140.7
2010,ADAMS,133.6
2009,ADAMS,112.6
2008,ADAMS,125.0
2007,ADAMS,120.0
2006,ADAMS,96.0
2005,ADAMS,99.0
2018,FRANKLIN,129.1
2016,FRANKLIN,128.2
2015,FRANKLIN,109.3
2014,FRANKLIN,83.2
2013,FRANKLIN,61.6
2012,FRANKLIN,78.8
2011,FRANKLIN,140.7
2010,FRANKLIN,141.0
2009,FRANKLIN,142.8
2008,FRANKLIN,122.0
2007,FRANKLIN,119.0
2006,FRANKLIN,86.0
2005,FRANKLIN,94.0
2018,FURNAS,132.6
2017,FURNAS,123.3
2016,FURNAS,125.5
2014,FURNAS,94.5
2013,FURNAS,29.8
2012,FURNAS,31.2
2011,FURNAS,100.8
2010,FURNAS,107.0
2009,FURNAS,131.0
2008,FURNAS,105.0
2007,FURNAS,106.0
2006,FURNAS,49.0
2005,FURNAS,62.0
2016,GOSPER,124.7
2013,GOSPER,38.0
2012,GOSPER,29.0
2011,GOSPER,100.4
2010,GOSPER,125.5
2009,GOSPER,126.7
2008,GOSPER,109.0
2007,GOSPER,104.0
2006,GOSPER,64.0
2005,GOSPER,77.0
2016,HARLAN,124.1
2015,HARLAN,128.8
2014,HARLAN,100.9
2013,HARLAN,35.5
2012,HARLAN,43.2
2011,HARLAN,127.2
2010,HARLAN,120.5
2009,HARLAN,135.8
2008,HARLAN,119.0
2007,HARLAN,113.0
2006,HARLAN,75.0
2005,HARLAN,95.0
2017,KEARNEY,153.3
2016,KEARNEY,111.6
2015,KEARNEY,119.8
2014,KEARNEY,104.0
2013,KEARNEY,85.7
2012,KEARNEY,73.3
2011,KEARNEY,139.7
2010,KEARNEY,131.9
2009,KEARNEY,146.8
2008,KEARNEY,133.0
2007,KEARNEY,121.0
2006,KEARNEY,107.0
2005,KEARNEY,93.0
2017,PHELPS,133.7
2016,PHELPS,129.9
2015,PHELPS,128.2
2013,PHELPS,43.6
2012,PHELPS,42.9
2011,PHELPS,129.5
2010,PHELPS,134.8
2009,PHELPS,139.8
2008,PHELPS,122.0
2007,PHELPS,133.0
2006,PHELPS,78.0
2005,PHELPS,75.0
2018,WEBSTER,132.7
2016,WEBSTER,115.9
2015,WEBSTER,120.2
2014,WEBSTER,104.9
2013,WEBSTER,86.7
2012,WEBSTER,67.3
2011,WEBSTER,125.4
2010,WEBSTER,128.1
2009,WEBSTER,122.7
2008,WEBSTER,134.0
2007,WEBSTER,116.0
2006,WEBSTER,59.0
2005,WEBSTER,97.0
2018,OTHER (COMBINED) COUNTIES,154.8
2017,OTHER (COMBINED) COUNTIES,142.3
2016,OTHER (COMBINED) COUNTIES,131.6
2015,OTHER (COMBINED) COUNTIES,151.8
2014,OTHER (COMBINED) COUNTIES,165.3
2013,OTHER (COMBINED) COUNTIES,132.6
2010,OTHER (COMBINED) COUNTIES,139.1
2018,CLAY,145.0
2017,CLAY,143.4
2016,CLAY,121.9
2015,CLAY,145.8
2014,CLAY,145.4
2013,CLAY,89.8
2012,CLAY,65.1
2011,CLAY,137.5
2010,CLAY,138.0
2009,CLAY,108.6
2008,CLAY,154.0
2007,CLAY,122.0
2006,CLAY,65.0
2005,CLAY,94.0
2017,FILLMORE,130.5
2016,FILLMORE,138.9
2015,FILLMORE,149.5
2014,FILLMORE,161.9
2013,FILLMORE,106.2
2012,FILLMORE,51.5
2011,FILLMORE,136.6
2010,FILLMORE,123.5
2009,FILLMORE,117.6
2008,FILLMORE,145.0
2007,FILLMORE,128.0
2006,FILLMORE,73.0
2005,FILLMORE,84.0
2016,GAGE,125.2
2015,GAGE,142.4
2014,GAGE,158.7
2013,GAGE,134.2
2012,GAGE,58.0
2011,GAGE,123.9
2010,GAGE,124.1
2009,GAGE,137.8
2008,GAGE,131.0
2007,GAGE,103.0
2006,GAGE,122.0
2005,GAGE,113.0
2015,JEFFERSON,142.7
2014,JEFFERSON,155.4
2013,JEFFERSON,132.4
2012,JEFFERSON,51.1
2011,JEFFERSON,117.6
2010,JEFFERSON,123.8
2009,JEFFERSON,135.8
2008,JEFFERSON,142.0
2007,JEFFERSON,119.0
2006,JEFFERSON,111.0
2005,JEFFERSON,96.0
2015,JOHNSON,136.2
2014,JOHNSON,148.4
2013,JOHNSON,135.1
2012,JOHNSON,56.8
2011,JOHNSON,107.2
2010,JOHNSON,121.8
2009,JOHNSON,143.8
2008,JOHNSON,117.0
2007,JOHNSON,118.0
2006,JOHNSON,90.0
2005,JOHNSON,88.0
2017,NEMAHA,171.3
2016,NEMAHA,143.8
2014,NEMAHA,172.6
2013,NEMAHA,154.8
2012,NEMAHA,95.9
2011,NEMAHA,149.5
2010,NEMAHA,140.1
2009,NEMAHA,166.4
2008,NEMAHA,138.0
2007,NEMAHA,139.0
2006,NEMAHA,104.0
2005,NEMAHA,126.0
2017,NUCKOLLS,153.9
2016,NUCKOLLS,141.7
2015,NUCKOLLS,141.4
2014,NUCKOLLS,151.9
2013,NUCKOLLS,129.9
2012,NUCKOLLS,95.1
2011,NUCKOLLS,127.6
2010,NUCKOLLS,119.9
2009,NUCKOLLS,127.7
2008,NUCKOLLS,145.0
2007,NUCKOLLS,120.0
2006,NUCKOLLS,76.0
2005,NUCKOLLS,99.0
2018,OTOE,163.1
2016,OTOE,163.7
2012,OTOE,79.0
2011,OTOE,137.4
2010,OTOE,130.8
2009,OTOE,165.9
2008,OTOE,130.0
2007,OTOE,122.0
2006,OTOE,124.0
2005,OTOE,107.0
2015,PAWNEE,148.4
2014,PAWNEE,146.9
2012,PAWNEE,66.0
2011,PAWNEE,109.9
2009,PAWNEE,129.7
2008,PAWNEE,129.0
2007,PAWNEE,119.0
2006,PAWNEE,101.0
2005,PAWNEE,111.0
2016,RICHARDSON,154.4
2015,RICHARDSON,158.1
2013,RICHARDSON,160.0
2012,RICHARDSON,101.1
2011,RICHARDSON,146.5
2009,RICHARDSON,163.9
2008,RICHARDSON,140.0
2007,RICHARDSON,132.0
2006,RICHARDSON,137.0
2005,RICHARDSON,142.0
2018,SALINE,158.2
2017,SALINE,134.0
2016,SALINE,137.1
2013,SALINE,121.8
2012,SALINE,50.6
2011,SALINE,120.7
2010,SALINE,116.2
2009,SALINE,126.7
2008,SALINE,134.0
2007,SALINE,118.0
2006,SALINE,91.0
2005,SALINE,85.0
2018,THAYER,116.8
2015,THAYER,140.5
2014,THAYER,148.6
2013,THAYER,111.9
2012,THAYER,81.9
2011,THAYER,123.8
2010,THAYER,118.1
2009,THAYER,130.7
2008,THAYER,142.0
2007,THAYER,114.0
2006,THAYER,96.0
2005,THAYER,80.0
